employee_id,name,age,gender,department,job_role,salary,monthly_income,years_at_company,education,marital_status,work_life_balance,job_satisfaction,performance_rating,overtime,distance_from_home,attrition
EMP1226,Employee_227,47,Male,IT,Systems Analyst,125868,10489,7,Bachelor's Degree,Married,3,4,4,No,28.3,0
EMP1227,Employee_228,36,Male,Research & Development,Research Scientist,124944,10412,9,Bachelor's Degree,Married,3,4,4,Yes,10.1,0
EMP1228,Employee_229,20,Male,Finance,Financial Analyst,73920,6160,2,Bachelor's Degree,Divorced,4,3,3,No,2.8,0
EMP1229,Employee_230,52,Female,Sales,Sales Representative,138012,11501,20,Bachelor's Degree,Married,3,4,3,No,28.9,0
EMP1230,Employee_231,49,Male,IT,Manager,188772,15731,11,Bachelor's Degree,Single,4,4,3,No,25.5,0
EMP1231,Employee_232,23,Male,Research & Development,Laboratory Technician,57324,4777,0,Bachelor's Degree,Married,2,4,3,No,7.4,0
EMP1232,Employee_233,23,Female,Research & Development,Manager,127812,10651,2,Master's Degree,Married,2,4,3,No,16.1,0
EMP1233,Employee_234,49,Male,Research & Development,Laboratory Technician,141660,11805,21,Bachelor's Degree,Married,3,4,3,No,25.8,0
EMP1234,Employee_235,40,Female,Sales,Manager,204168,17014,21,Associate Degree,Divorced,3,3,2,Yes,13.4,0
EMP1235,Employee_236,46,Female,Finance,Financial Analyst,109404,9117,2,High School,Divorced,4,4,3,No,12.4,0
EMP1236,Employee_237,48,Female,Research & Development,Research Scientist,187800,15650,25,Bachelor's Degree,Married,4,1,3,No,26.4,1
EMP1237,Employee_238,36,Female,Research & Development,Research Scientist,119976,9998,10,Associate Degree,Divorced,4,2,2,No,17.3,0
EMP1238,Employee_239,26,Female,Finance,Accountant,79968,6664,3,Bachelor's Degree,Divorced,2,3,3,Yes,15.4,1
EMP1239,Employee_240,46,Female,Sales,Manager,214236,17853,23,Master's Degree,Single,3,3,3,Yes,25.0,1
EMP1240,Employee_241,42,Male,IT,Systems Analyst,160188,13349,20,Bachelor's Degree,Single,3,3,2,Yes,23.2,1
EMP1241,Employee_242,58,Female,Research & Development,Laboratory Technician,140496,11708,14,Bachelor's Degree,Single,3,3,3,No,6.5,0
EMP1242,Employee_243,49,Female,IT,Developer,141720,11810,15,Associate Degree,Divorced,3,4,3,No,27.2,0
EMP1243,Employee_244,35,Male,IT,Systems Analyst,109320,9110,8,Bachelor's Degree,Married,3,3,4,No,8.8,0
EMP1244,Employee_245,40,Male,Sales,Sales Executive,112872,9406,8,Bachelor's Degree,Single,1,2,4,Yes,14.0,1
EMP1245,Employee_246,36,Female,Sales,Sales Representative,71376,5948,2,Associate Degree,Divorced,3,3,3,No,4.4,0
EMP1246,Employee_247,34,Female,Sales,Manager,171588,14299,10,Bachelor's Degree,Married,4,3,3,Yes,25.3,1
EMP1247,Employee_248,48,Male,Sales,Sales Executive,101496,8458,0,Bachelor's Degree,Married,4,1,3,No,10.0,1
EMP1248,Employee_249,29,Male,IT,Systems Analyst,89928,7494,2,Bachelor's Degree,Single,4,2,4,Yes,15.5,1
EMP1249,Employee_250,35,Female,IT,Manager,145404,12117,4,Bachelor's Degree,Single,3,2,3,No,11.2,0
EMP1250,Employee_251,52,Female,Human Resources,Manager,157968,13164,1,Bachelor's Degree,Single,3,4,3,No,7.0,0
EMP1251,Employee_252,38,Female,IT,Systems Analyst,121428,10119,9,Associate Degree,Married,4,3,2,Yes,27.5,1
EMP1252,Employee_253,24,Female,Sales,Manager,126780,10565,2,Bachelor's Degree,Married,3,3,3,No,18.6,0
EMP1253,Employee_254,58,Male,IT,Systems Analyst,178608,14884,19,PhD,Single,2,3,1,No,18.4,0
EMP1254,Employee_255,46,Female,Sales,Manager,164040,13670,3,Bachelor's Degree,Married,2,2,3,Yes,8.2,1
EMP1255,Employee_256,41,Male,Sales,Sales Representative,107952,8996,12,Associate Degree,Divorced,2,3,3,Yes,12.8,1
EMP1256,Employee_257,28,Male,IT,Systems Analyst,80496,6708,0,Bachelor's Degree,Married,4,2,2,No,15.4,0
EMP1257,Employee_258,34,Female,IT,Developer,102600,8550,10,Bachelor's Degree,Married,1,3,2,Yes,19.5,1
EMP1258,Employee_259,52,Male,Research & Development,Manager,211188,17599,17,High School,Single,1,3,4,No,22.2,1
EMP1259,Employee_260,38,Female,IT,Systems Analyst,103464,8622,5,Bachelor's Degree,Divorced,1,3,3,No,22.5,1
EMP1260,Employee_261,44,Male,Research & Development,Research Scientist,156348,13029,17,Bachelor's Degree,Single,2,3,3,No,23.8,0
EMP1261,Employee_262,56,Male,IT,Manager,242220,20185,25,Master's Degree,Single,1,3,3,No,1.6,0
EMP1262,Employee_263,20,Male,Sales,Sales Representative,50544,4212,1,High School,Married,4,4,3,No,4.2,0
EMP1263,Employee_264,39,Male,Sales,Manager,167520,13960,9,Associate Degree,Single,4,3,3,No,16.5,0
EMP1264,Employee_265,51,Male,Sales,Manager,204132,17011,15,Bachelor's Degree,Married,3,3,3,Yes,26.4,1
EMP1265,Employee_266,24,Female,Sales,Sales Representative,45252,3771,0,Bachelor's Degree,Divorced,3,3,3,No,1.4,1
EMP1266,Employee_267,42,Male,Finance,Accountant,127044,10587,11,High School,Single,1,1,2,Yes,15.9,1
EMP1267,Employee_268,29,Male,Sales,Manager,149796,12483,6,Associate Degree,Single,2,2,4,No,2.7,0
EMP1268,Employee_269,28,Male,Human Resources,Manager,161916,13493,9,Master's Degree,Married,4,3,3,No,6.0,0
EMP1269,Employee_270,48,Male,IT,Developer,168936,14078,25,Bachelor's Degree,Single,3,3,1,Yes,27.0,1
EMP1270,Employee_271,22,Male,Finance,Financial Analyst,79356,6613,3,Associate Degree,Divorced,4,3,3,No,21.2,0
EMP1271,Employee_272,26,Female,Sales,Manager,129516,10793,2,Master's Degree,Married,1,3,3,No,1.4,0
EMP1272,Employee_273,41,Female,Research & Development,Research Scientist,149208,12434,16,Bachelor's Degree,Married,3,4,4,No,3.1,1
EMP1273,Employee_274,22,Male,Human Resources,Manager,128208,10684,3,Bachelor's Degree,Single,3,3,1,No,14.5,0
EMP1274,Employee_275,28,Female,IT,Developer,76356,6363,3,High School,Married,3,4,4,No,23.2,0
EMP1275,Employee_276,54,Male,Sales,Sales Executive,125436,10453,5,Bachelor's Degree,Single,3,4,3,No,22.7,0
EMP1276,Employee_277,41,Female,Finance,Accountant,135180,11265,15,Bachelor's Degree,Single,2,2,3,No,6.9,0
EMP1277,Employee_278,30,Male,IT,Manager,155328,12944,9,Bachelor's Degree,Married,3,3,3,No,14.1,0
EMP1278,Employee_279,49,Male,IT,Systems Analyst,144444,12037,13,Associate Degree,Married,3,2,4,No,7.3,0
EMP1279,Employee_280,25,Female,Sales,Sales Executive,79428,6619,4,Bachelor's Degree,Single,2,4,3,Yes,8.5,1
EMP1280,Employee_281,25,Male,Sales,Sales Executive,93204,7767,6,Master's Degree,Divorced,2,4,3,No,29.9,0
EMP1281,Employee_282,46,Female,Research & Development,Research Scientist,136224,11352,9,Master's Degree,Divorced,2,3,3,No,1.2,1
EMP1282,Employee_283,40,Male,IT,Developer,92328,7694,2,High School,Married,3,4,3,Yes,1.5,1
EMP1283,Employee_284,54,Male,Sales,Sales Executive,113100,9425,3,Master's Degree,Married,3,3,3,No,29.7,0
EMP1284,Employee_285,42,Female,Human Resources,Manager,163440,13620,4,Bachelor's Degree,Married,4,3,3,No,29.9,0
EMP1285,Employee_286,51,Male,Research & Development,Manager,186684,15557,10,Bachelor's Degree,Divorced,3,3,3,No,5.9,0
EMP1286,Employee_287,20,Female,IT,Systems Analyst,80136,6678,1,Bachelor's Degree,Divorced,1,4,3,No,17.8,1
EMP1287,Employee_288,34,Female,Research & Development,Laboratory Technician,106404,8867,12,Bachelor's Degree,Married,4,2,3,No,5.5,0
EMP1288,Employee_289,41,Female,IT,Manager,186048,15504,15,Bachelor's Degree,Single,4,3,3,No,21.0,0
EMP1289,Employee_290,43,Female,IT,Systems Analyst,144900,12075,16,PhD,Divorced,4,3,2,No,19.1,0
EMP1290,Employee_291,31,Male,Sales,Sales Representative,87924,7327,10,Master's Degree,Married,3,2,2,No,23.9,0
EMP1291,Employee_292,34,Male,IT,Manager,158268,13189,7,PhD,Married,1,2,4,No,7.0,0
EMP1292,Employee_293,32,Female,Research & Development,Laboratory Technician,83244,6937,5,Associate Degree,Divorced,3,1,3,Yes,26.1,1
EMP1293,Employee_294,24,Female,IT,Manager,137688,11474,3,Bachelor's Degree,Married,3,1,3,No,8.9,0
EMP1294,Employee_295,53,Male,Sales,Sales Executive,142068,11839,14,Bachelor's Degree,Single,3,1,3,Yes,6.8,1
EMP1295,Employee_296,46,Male,Sales,Sales Representative,123432,10286,18,Bachelor's Degree,Married,2,4,3,Yes,20.1,1
EMP1296,Employee_297,59,Male,Sales,Sales Executive,188928,15744,24,Master's Degree,Divorced,4,3,4,No,15.9,0
EMP1297,Employee_298,57,Male,IT,Manager,204348,17029,12,Associate Degree,Married,3,3,3,No,12.8,0
EMP1298,Employee_299,33,Female,IT,Developer,108780,9065,10,Bachelor's Degree,Married,3,2,3,No,25.5,0
EMP1299,Employee_300,39,Male,Human Resources,HR Manager,175464,14622,17,Bachelor's Degree,Married,2,2,3,No,2.6,0
EMP1300,Employee_301,27,Female,Human Resources,Manager,160032,13336,9,Master's Degree,Divorced,3,1,3,No,23.8,0
EMP1301,Employee_302,37,Male,Finance,Financial Analyst,134220,11185,13,PhD,Married,2,1,3,Yes,25.0,1
EMP1302,Employee_303,34,Male,IT,Systems Analyst,91428,7619,0,Bachelor's Degree,Married,3,4,3,No,25.7,0
EMP1303,Employee_304,34,Female,Human Resources,Manager,167064,13922,11,Associate Degree,Married,3,3,2,No,12.0,0
EMP1304,Employee_305,48,Male,Sales,Sales Representative,86256,7188,5,Master's Degree,Married,3,3,3,No,1.6,0
EMP1305,Employee_306,40,Male,Human Resources,Manager,188916,15743,16,High School,Single,3,2,3,Yes,19.9,1
EMP1306,Employee_307,45,Male,IT,Developer,116340,9695,8,PhD,Single,2,4,2,No,11.1,0
EMP1307,Employee_308,20,Female,Research & Development,Laboratory Technician,52836,4403,1,Master's Degree,Married,3,2,2,Yes,2.8,1
EMP1308,Employee_309,53,Male,Human Resources,HR Manager,192156,16013,19,Bachelor's Degree,Single,4,4,3,No,22.9,0
EMP1309,Employee_310,54,Female,Finance,Manager,213000,17750,17,Associate Degree,Divorced,3,2,3,No,27.0,0
EMP1310,Employee_311,22,Female,Research & Development,Research Scientist,86412,7201,4,Master's Degree,Married,2,3,3,No,16.4,0
EMP1311,Employee_312,43,Male,IT,Manager,219144,18262,22,Bachelor's Degree,Married,3,4,3,No,20.1,0
EMP1312,Employee_313,29,Male,IT,Developer,98808,8234,9,High School,Divorced,4,1,3,No,17.7,0
EMP1313,Employee_314,21,Male,Research & Development,Manager,125460,10455,1,Bachelor's Degree,Married,2,3,3,No,23.9,0
EMP1314,Employee_315,50,Female,IT,Developer,128868,10739,11,Bachelor's Degree,Married,3,4,2,Yes,16.2,0
EMP1315,Employee_316,40,Male,Sales,Sales Representative,107136,8928,14,Bachelor's Degree,Divorced,4,2,3,No,2.5,0
EMP1316,Employee_317,33,Male,Finance,Financial Analyst,84072,7006,0,Bachelor's Degree,Single,3,1,2,Yes,9.0,1
EMP1317,Employee_318,45,Male,IT,Systems Analyst,151776,12648,17,Bachelor's Degree,Married,2,4,3,No,10.6,0
EMP1318,Employee_319,54,Male,Human Resources,HR Manager,180048,15004,15,Associate Degree,Married,4,3,4,No,2.4,0
EMP1319,Employee_320,32,Female,IT,Manager,170796,14233,13,Bachelor's Degree,Married,1,4,3,Yes,6.3,1
EMP1320,Employee_321,21,Male,Research & Development,Manager,116688,9724,0,Bachelor's Degree,Single,3,1,3,No,10.1,1
EMP1321,Employee_322,54,Female,Human Resources,HR Specialist,114396,9533,6,Bachelor's Degree,Married,4,1,3,No,22.2,0
EMP1322,Employee_323,23,Male,Research & Development,Laboratory Technician,53400,4450,0,Associate Degree,Divorced,1,2,3,No,9.9,1
EMP1323,Employee_324,51,Female,IT,Systems Analyst,181344,15112,23,Associate Degree,Married,3,3,3,No,24.4,0
EMP1324,Employee_325,28,Female,Sales,Manager,156312,13026,8,Bachelor's Degree,Single,3,4,3,Yes,6.7,0
EMP1325,Employee_326,47,Female,Finance,Accountant,117180,9765,9,Bachelor's Degree,Single,1,1,3,No,3.4,1
EMP1326,Employee_327,29,Male,Research & Development,Manager,146760,12230,6,Master's Degree,Single,1,2,4,Yes,8.7,1
EMP1327,Employee_328,37,Male,IT,Manager,182076,15173,14,Bachelor's Degree,Single,3,3,1,No,8.2,0
EMP1328,Employee_329,46,Male,Sales,Sales Representative,97836,8153,7,Master's Degree,Single,2,2,3,No,3.7,0
EMP1329,Employee_330,24,Female,Sales,Sales Executive,89352,7446,5,Bachelor's Degree,Single,4,3,3,No,9.1,0
EMP1330,Employee_331,55,Male,Sales,Sales Executive,177396,14783,22,Associate Degree,Married,3,2,3,Yes,5.5,1
EMP1331,Employee_332,55,Female,IT,Systems Analyst,181968,15164,21,Bachelor's Degree,Married,2,4,3,No,8.5,0
EMP1332,Employee_333,34,Male,IT,Developer,108204,9017,10,Bachelor's Degree,Single,1,2,4,No,11.5,1
EMP1333,Employee_334,23,Male,Finance,Financial Analyst,81516,6793,4,Bachelor's Degree,Single,3,4,3,No,19.5,0
EMP1334,Employee_335,36,Female,Research & Development,Manager,141840,11820,0,Associate Degree,Divorced,3,3,3,Yes,4.7,1
EMP1335,Employee_336,47,Female,Finance,Accountant,121704,10142,9,Associate Degree,Single,4,1,3,Yes,26.1,1
EMP1336,Employee_337,22,Female,Finance,Accountant,71364,5947,3,Master's Degree,Divorced,1,1,3,No,1.0,1
EMP1337,Employee_338,32,Female,IT,Developer,90600,7550,5,Associate Degree,Married,4,1,2,No,4.5,0
EMP1338,Employee_339,59,Male,IT,Systems Analyst,168864,14072,15,High School,Married,3,3,2,No,1.8,0
EMP1339,Employee_340,33,Female,Sales,Sales Executive,95124,7927,6,Master's Degree,Single,3,1,3,Yes,15.5,1
EMP1340,Employee_341,41,Female,Finance,Manager,187716,15643,15,PhD,Divorced,4,2,3,No,29.8,0
EMP1341,Employee_342,51,Male,Human Resources,Manager,193992,16166,13,Associate Degree,Single,4,3,4,Yes,13.8,0
EMP1342,Employee_343,51,Male,Research & Development,Laboratory Technician,101568,8464,4,Master's Degree,Single,3,3,2,No,4.0,1
EMP1343,Employee_344,54,Male,IT,Developer,163080,13590,19,Associate Degree,Married,3,1,3,No,17.4,0
EMP1344,Employee_345,46,Male,IT,Manager,169884,14157,6,Bachelor's Degree,Married,4,3,4,No,29.6,0
EMP1345,Employee_346,20,Male,Sales,Manager,114864,9572,0,Master's Degree,Married,3,3,3,Yes,19.3,1
EMP1346,Employee_347,38,Female,Human Resources,HR Specialist,136884,11407,19,Bachelor's Degree,Single,2,2,3,No,15.3,0
EMP1347,Employee_348,45,Male,IT,Manager,193920,16160,15,Bachelor's Degree,Married,2,3,3,No,4.1,0
EMP1348,Employee_349,53,Male,Sales,Sales Executive,129744,10812,9,Bachelor's Degree,Single,2,3,4,No,5.5,0
EMP1349,Employee_350,23,Male,Sales,Manager,136380,11365,4,Bachelor's Degree,Married,4,4,4,No,16.4,0
EMP1350,Employee_351,23,Male,Sales,Sales Representative,40236,3353,0,Bachelor's Degree,Divorced,4,3,3,Yes,8.3,1
EMP1351,Employee_352,52,Female,Sales,Manager,201684,16807,15,High School,Single,3,4,4,No,4.3,0
EMP1352,Employee_353,57,Female,Human Resources,HR Manager,192228,16019,16,Master's Degree,Divorced,3,3,3,No,5.4,0
EMP1353,Employee_354,53,Female,IT,Developer,122940,10245,6,Associate Degree,Married,2,3,4,No,18.3,0
EMP1354,Employee_355,46,Female,IT,Manager,198516,16543,14,Bachelor's Degree,Divorced,3,3,3,No,26.2,0
EMP1355,Employee_356,23,Female,Human Resources,HR Manager,109776,9148,3,Bachelor's Degree,Single,2,4,4,Yes,23.7,1
EMP1356,Employee_357,25,Female,Sales,Sales Representative,70332,5861,6,Master's Degree,Married,2,4,3,Yes,29.9,1
EMP1357,Employee_358,28,Female,IT,Systems Analyst,95784,7982,4,Master's Degree,Single,1,3,3,No,13.8,1
EMP1358,Employee_359,57,Male,IT,Manager,171984,14332,3,Master's Degree,Divorced,1,3,3,Yes,6.8,1
EMP1359,Employee_360,44,Male,Research & Development,Laboratory Technician,93780,7815,6,Bachelor's Degree,Married,3,3,2,Yes,18.5,1
EMP1360,Employee_361,24,Female,Sales,Sales Representative,59208,4934,6,Master's Degree,Single,3,1,3,Yes,19.1,1
EMP1361,Employee_362,57,Male,IT,Systems Analyst,169728,14144,19,Master's Degree,Divorced,3,1,3,Yes,14.8,1
EMP1362,Employee_363,33,Male,Finance,Accountant,104532,8711,8,Master's Degree,Single,2,3,3,No,27.2,1
EMP1363,Employee_364,44,Female,IT,Systems Analyst,121068,10089,8,Associate Degree,Single,3,3,1,Yes,5.8,0
EMP1364,Employee_365,33,Female,Human Resources,Manager,160356,13363,7,High School,Single,1,3,3,No,12.9,0
EMP1365,Employee_366,22,Female,Sales,Sales Representative,60144,5012,4,Bachelor's Degree,Married,3,2,3,Yes,7.9,1
EMP1366,Employee_367,31,Male,Human Resources,Manager,141648,11804,2,Bachelor's Degree,Married,3,4,3,No,10.4,0
EMP1367,Employee_368,41,Male,Research & Development,Manager,146508,12209,0,Associate Degree,Single,1,4,3,No,25.1,1
EMP1368,Employee_369,59,Female,Sales,Sales Representative,130356,10863,15,Bachelor's Degree,Married,1,4,3,No,19.4,0
EMP1369,Employee_370,59,Male,Sales,Manager,201792,16816,10,Associate Degree,Divorced,2,4,3,No,21.3,0
EMP1370,Employee_371,42,Male,Finance,Manager,177288,14774,9,Associate Degree,Married,2,3,3,Yes,14.7,0
EMP1371,Employee_372,45,Female,IT,Developer,148596,12383,21,Bachelor's Degree,Married,2,3,1,No,13.2,0
EMP1372,Employee_373,57,Female,Research & Development,Manager,227376,18948,20,Bachelor's Degree,Single,3,3,3,Yes,14.7,0
EMP1373,Employee_374,20,Female,IT,Systems Analyst,76080,6340,0,Bachelor's Degree,Single,3,4,3,No,10.2,0
EMP1374,Employee_375,38,Male,IT,Systems Analyst,123708,10309,12,Associate Degree,Single,1,3,2,No,18.1,1
EMP1375,Employee_376,37,Female,Human Resources,Manager,165228,13769,7,Bachelor's Degree,Single,1,4,2,No,20.4,1
EMP1376,Employee_377,24,Female,Research & Development,Laboratory Technician,65040,5420,4,Master's Degree,Divorced,1,4,3,No,21.9,1
EMP1377,Employee_378,30,Male,IT,Developer,105852,8821,11,High School,Divorced,3,1,3,No,11.3,0
EMP1378,Employee_379,59,Female,Sales,Manager,174348,14529,4,Master's Degree,Married,3,4,2,No,23.2,0
EMP1379,Employee_380,58,Female,Sales,Sales Representative,115992,9666,10,Bachelor's Degree,Single,3,2,3,No,19.7,0
EMP1380,Employee_381,43,Male,Research & Development,Manager,181920,15160,13,Bachelor's Degree,Married,2,3,2,No,6.3,0
EMP1381,Employee_382,27,Female,Research & Development,Manager,143808,11984,6,Master's Degree,Married,3,1,4,No,25.9,0
EMP1382,Employee_383,36,Female,IT,Systems Analyst,101640,8470,2,Bachelor's Degree,Married,1,3,3,Yes,6.1,1
EMP1383,Employee_384,27,Male,Research & Development,Research Scientist,79632,6636,0,Bachelor's Degree,Divorced,3,3,3,Yes,18.3,1
EMP1384,Employee_385,46,Male,Sales,Sales Executive,123696,10308,10,Master's Degree,Married,3,3,3,No,20.6,0
EMP1385,Employee_386,24,Female,IT,Systems Analyst,98988,8249,6,Bachelor's Degree,Divorced,2,1,2,No,21.5,1
EMP1386,Employee_387,33,Female,Human Resources,Manager,159000,13250,7,PhD,Single,2,4,4,No,21.2,0
EMP1387,Employee_388,49,Female,Sales,Sales Representative,153840,12820,24,PhD,Married,1,3,2,Yes,6.0,1
EMP1388,Employee_389,27,Male,Human Resources,HR Manager,114888,9574,3,High School,Single,4,2,3,No,13.2,0
EMP1389,Employee_390,35,Female,Human Resources,HR Manager,124968,10414,5,Master's Degree,Single,1,2,3,No,10.0,1
EMP1390,Employee_391,24,Female,Research & Development,Laboratory Technician,72528,6044,5,High School,Single,4,3,3,No,24.8,0
EMP1391,Employee_392,43,Female,Sales,Sales Executive,125076,10423,9,Bachelor's Degree,Married,2,4,2,Yes,4.2,0
EMP1392,Employee_393,32,Female,Sales,Manager,174300,14525,12,Bachelor's Degree,Divorced,1,4,3,No,15.8,1
EMP1393,Employee_394,26,Female,IT,Systems Analyst,79440,6620,0,Bachelor's Degree,Married,2,4,3,No,26.7,1
EMP1394,Employee_395,31,Female,Sales,Manager,153972,12831,5,Master's Degree,Single,3,1,2,No,29.8,1
EMP1395,Employee_396,54,Female,Research & Development,Research Scientist,166464,13872,18,Master's Degree,Married,1,4,3,Yes,10.6,1
EMP1396,Employee_397,42,Male,Finance,Manager,202908,16909,18,Master's Degree,Divorced,1,4,4,Yes,10.5,1
EMP1397,Employee_398,20,Male,Sales,Sales Representative,45408,3784,1,Associate Degree,Married,4,4,4,No,15.8,0
EMP1398,Employee_399,26,Female,Sales,Sales Representative,62988,5249,6,Bachelor's Degree,Single,3,2,4,No,18.2,1
EMP1399,Employee_400,39,Male,IT,Systems Analyst,113316,9443,5,Bachelor's Degree,Single,4,2,4,Yes,13.0,1
EMP1400,Employee_401,55,Male,Finance,Accountant,170952,14246,22,Associate Degree,Divorced,3,3,3,No,25.0,0
EMP1401,Employee_402,42,Male,Research & Development,Manager,191508,15959,17,Master's Degree,Single,3,3,4,No,27.8,0
EMP1402,Employee_403,53,Female,IT,Systems Analyst,165912,13826,18,Bachelor's Degree,Divorced,3,3,3,No,7.9,0
EMP1403,Employee_404,47,Male,Sales,Manager,167220,13935,3,Bachelor's Degree,Single,3,2,2,No,16.0,0
EMP1404,Employee_405,29,Male,Sales,Sales Executive,102456,8538,7,Associate Degree,Married,4,1,1,No,5.3,0
EMP1405,Employee_406,43,Male,Sales,Sales Representative,95544,7962,7,Associate Degree,Married,2,3,2,Yes,21.7,1
EMP1406,Employee_407,39,Male,Research & Development,Research Scientist,101136,8428,3,Associate Degree,Married,4,3,1,No,28.6,0
EMP1407,Employee_408,47,Male,Sales,Sales Representative,152832,12736,25,High School,Divorced,2,4,4,No,8.6,0
EMP1408,Employee_409,52,Female,Sales,Manager,238332,19861,25,Bachelor's Degree,Divorced,3,4,3,No,11.5,1
EMP1409,Employee_410,20,Male,Sales,Sales Executive,67068,5589,2,High School,Single,3,2,3,No,11.4,1
EMP1410,Employee_411,52,Female,IT,Developer,176760,14730,25,Bachelor's Degree,Single,4,3,3,No,28.8,0
EMP1411,Employee_412,53,Female,IT,Systems Analyst,139740,11645,9,Associate Degree,Single,4,3,3,Yes,29.3,1
EMP1412,Employee_413,22,Male,Research & Development,Manager,121548,10129,1,Bachelor's Degree,Married,2,3,2,No,28.2,0
EMP1413,Employee_414,49,Male,Research & Development,Laboratory Technician,136092,11341,19,Bachelor's Degree,Married,4,4,2,Yes,26.2,1
EMP1414,Employee_415,24,Male,IT,Systems Analyst,81504,6792,0,Associate Degree,Married,3,4,4,No,16.0,0
EMP1415,Employee_416,33,Male,Sales,Sales Representative,63948,5329,1,Master's Degree,Married,2,1,3,No,2.5,1
EMP1416,Employee_417,32,Female,Research & Development,Research Scientist,94152,7846,2,Bachelor's Degree,Married,2,3,3,No,27.8,1
EMP1417,Employee_418,31,Male,IT,Systems Analyst,96444,8037,4,Associate Degree,Married,3,1,3,Yes,24.4,1
EMP1418,Employee_419,41,Male,Research & Development,Manager,167292,13941,6,High School,Single,4,4,3,No,9.3,0
EMP1419,Employee_420,25,Male,Sales,Sales Executive,95772,7981,7,High School,Married,3,3,3,No,6.2,0
EMP1420,Employee_421,51,Female,Sales,Sales Representative,105912,8826,9,Associate Degree,Single,1,1,4,Yes,17.7,1
EMP1421,Employee_422,26,Female,IT,Developer,71196,5933,1,Associate Degree,Divorced,3,2,3,No,18.9,1
EMP1422,Employee_423,29,Male,Research & Development,Research Scientist,103200,8600,7,PhD,Married,2,3,3,No,16.0,0
EMP1423,Employee_424,20,Female,Sales,Sales Executive,68364,5697,0,High School,Divorced,2,2,3,Yes,5.8,1
EMP1424,Employee_425,31,Female,Sales,Sales Representative,93420,7785,11,PhD,Single,3,4,2,No,3.3,0
EMP1425,Employee_426,28,Female,IT,Developer,92580,7715,8,Bachelor's Degree,Single,4,2,3,No,4.8,0
EMP1426,Employee_427,34,Female,IT,Systems Analyst,100320,8360,4,Bachelor's Degree,Single,3,2,4,No,29.9,1
EMP1427,Employee_428,35,Female,Sales,Sales Executive,111276,9273,9,Bachelor's Degree,Married,4,4,2,No,2.0,0
EMP1428,Employee_429,47,Female,IT,Manager,174240,14520,9,PhD,Single,3,1,3,No,15.2,0
EMP1429,Employee_430,27,Male,Finance,Accountant,86964,7247,4,Associate Degree,Divorced,4,2,4,Yes,12.6,1
EMP1430,Employee_431,44,Male,Sales,Sales Executive,158052,13171,20,Master's Degree,Married,2,2,3,No,6.2,0
EMP1431,Employee_432,34,Female,IT,Systems Analyst,84828,7069,0,High School,Single,1,3,3,No,5.9,1
EMP1432,Employee_433,45,Male,IT,Manager,170856,14238,8,Bachelor's Degree,Married,2,4,3,Yes,18.0,0
EMP1433,Employee_434,59,Female,Research & Development,Laboratory Technician,144900,12075,15,Bachelor's Degree,Married,4,3,3,No,16.5,0
EMP1434,Employee_435,41,Male,Sales,Sales Executive,129576,10798,11,Master's Degree,Single,2,4,4,No,16.9,0
EMP1435,Employee_436,42,Female,Sales,Sales Executive,122616,10218,12,Bachelor's Degree,Married,3,2,3,No,19.9,0
EMP1436,Employee_437,26,Male,Research & Development,Research Scientist,97884,8157,6,Bachelor's Degree,Single,4,2,3,No,29.7,1
EMP1437,Employee_438,40,Female,Human Resources,HR Manager,177540,14795,20,PhD,Single,2,1,3,Yes,3.3,1
EMP1438,Employee_439,38,Female,Human Resources,HR Manager,153036,12753,10,Associate Degree,Married,4,3,4,No,16.5,0
EMP1439,Employee_440,47,Male,IT,Systems Analyst,161616,13468,21,Master's Degree,Single,2,3,4,Yes,26.8,1
EMP1440,Employee_441,20,Male,IT,Manager,125760,10480,0,Bachelor's Degree,Single,2,2,2,No,13.7,1
EMP1441,Employee_442,42,Female,Research & Development,Research Scientist,101736,8478,1,Bachelor's Degree,Married,3,3,4,No,28.2,1
EMP1442,Employee_443,21,Male,IT,Systems Analyst,78240,6520,0,Bachelor's Degree,Married,1,4,2,Yes,28.7,1
EMP1443,Employee_444,31,Female,Sales,Sales Representative,68520,5710,4,Associate Degree,Married,3,3,3,No,15.9,1
EMP1444,Employee_445,20,Male,IT,Developer,67680,5640,2,Associate Degree,Single,2,4,3,No,17.7,1
EMP1445,Employee_446,51,Female,Research & Development,Manager,204132,17011,17,Bachelor's Degree,Single,3,2,4,No,20.0,0
EMP1446,Employee_447,37,Female,Research & Development,Laboratory Technician,89004,7417,7,Bachelor's Degree,Married,2,2,4,No,29.0,1
EMP1447,Employee_448,47,Female,IT,Developer,108804,9067,5,Associate Degree,Single,3,1,1,No,4.1,0
EMP1448,Employee_449,57,Female,Sales,Sales Representative,119424,9952,11,Bachelor's Degree,Divorced,3,3,3,Yes,29.5,1
EMP1449,Employee_450,53,Female,IT,Systems Analyst,148836,12403,11,PhD,Married,2,3,4,No,20.9,0
EMP1450,Employee_451,22,Male,Human Resources,HR Manager,112248,9354,3,Bachelor's Degree,Single,3,2,3,No,3.6,0
EMP1451,Employee_452,38,Male,Research & Development,Manager,148140,12345,3,PhD,Married,2,2,3,Yes,8.0,1
EMP1452,Employee_453,33,Male,Sales,Manager,135276,11273,0,Bachelor's Degree,Married,2,3,3,Yes,21.3,1
